종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
"444200","SOL 코리아메가테크액티브","2022/10/18","주식-업종섹터-업종테마","신한자산운용","159.42","KEDI 메가테크지수(PR)","8.42","752072297102","0.12","매우높음","실물(액티브)","0.550000","배당소득세(보유기간과세)"
"495550","SOL 코리아밸류업TR","2024/11/04","주식-시장대표","신한자산운용","163.41","코리아 밸류업 TR 지수","0.36","129686998323","0.32","매우높음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"450910","SOL 코스닥150","2023/01/31","주식-시장대표","신한자산운용","60.27","코스닥 150","0.20","52079307086","-0.47","매우높음","실물(패시브)","0.150000","비과세"
"0105D0","SOL 한국AI소프트웨어","2025/09/23","주식-업종섹터-업종테마","신한자산운용","0.00","KEDI 한국AI소프트웨어 지수(PR)","0.42","14229566029","-0.10","매우높음","실물(패시브)","0.450000","비과세"
"0092B0","SOL 한국원자력SMR","2025/08/19","주식-업종섹터-업종테마","신한자산운용","0.00","FnGuide 한국원자력 SMR 지수(PR)","0.31","168237466933","0.18","매우높음","실물(패시브)","0.450000","비과세"
"0008T0","SOL 화장품TOP3플러스","2025/01/21","주식-업종섹터-업종테마","신한자산운용","34.07","FnGuide 화장품TOP3 플러스 지수(PR)","0.43","69365154822","-0.31","매우높음","실물(패시브)","0.450000","비과세"
"102110","TIGER 200","2008/04/03","주식-시장대표","미래에셋자산운용","154.82","코스피 200","0.49","7544755145839","-0.06","매우높음","실물(패시브)","0.050000","비과세"
"139260","TIGER 200 IT","2011/04/06","주식-업종섹터-정보기술","미래에셋자산운용","227.14","코스피 200 정보기술","0.49","985149931184","-0.12","매우높음","실물(패시브)","0.400000","비과세"
"139220","TIGER 200 건설","2011/04/06","주식-업종섹터-건설","미래에셋자산운용","156.10","코스피 200 건설","0.82","69104959011","0.05","매우높음","실물(패시브)","0.400000","비과세"
"139290","TIGER 200 경기소비재","2011/04/06","주식-업종섹터-경기소비재","미래에셋자산운용","72.73","코스피 200 경기소비재","0.90","8979404516","-0.13","매우높음","실물(패시브)","0.400000","비과세"
"139270","TIGER 200 금융","2011/04/06","주식-업종섹터-금융","미래에셋자산운용","92.66","코스피 200 금융","1.20","45645967207","0.10","매우높음","실물(패시브)","0.400000","비과세"
"227550","TIGER 200 산업재","2015/09/23","주식-업종섹터-산업재","미래에셋자산운용","71.52","코스피 200 산업재","0.82","3665990607","0.35","매우높음","실물(패시브)","0.400000","비과세"
"227560","TIGER 200 생활소비재","2015/09/23","주식-업종섹터-생활소비재","미래에셋자산운용","52.05","코스피 200 생활소비재","0.82","4544283849","-0.12","높음","실물(패시브)","0.400000","비과세"
"139250","TIGER 200 에너지화학","2011/04/06","주식-업종섹터-에너지화학","미래에셋자산운용","72.59","코스피 200 에너지/화학","0.79","32858114084","-0.25","매우높음","실물(패시브)","0.340000","비과세"
"139230","TIGER 200 중공업","2011/04/06","주식-업종섹터-중공업","미래에셋자산운용","130.42","코스피 200 중공업","0.67","411200221842","-0.54","매우높음","실물(패시브)","0.340000","비과세"
"139240","TIGER 200 철강소재","2011/04/06","주식-업종섹터-철강소재","미래에셋자산운용","39.34","코스피 200 철강/소재","1.42","7449377298","0.13","매우높음","실물(패시브)","0.340000","비과세"
"227540","TIGER 200 헬스케어","2015/09/23","주식-업종섹터-헬스케어","미래에셋자산운용","11.59","코스피 200 헬스케어","1.18","32894644352","0.04","매우높음","실물(패시브)","0.400000","비과세"
"310960","TIGER 200TR","2018/11/20","주식-시장대표","미래에셋자산운용","159.39","코스피 200 TR","0.29","260576311125","-0.06","매우높음","실물(패시브)","0.090000","배당소득세(보유기간과세)"
"252000","TIGER 200동일가중","2016/09/20","주식-시장대표","미래에셋자산운용","65.19","코스피 200 동일가중지수","1.16","24144604650","-0.57","매우높음","실물(패시브)","0.210000","비과세"
"315270","TIGER 200커뮤니케이션서비스","2019/01/15","주식-업종섹터-커뮤니케이션서비스","미래에셋자산운용","18.74","코스피 200 커뮤니케이션서비스","0.60","7302804082","-0.18","매우높음","실물(패시브)","0.400000","비과세"
"289480","TIGER 200커버드콜","2018/02/09","주식-전략-구조화","미래에셋자산운용","25.26","코스피 200 커버드콜 ATM 지수","4.56","24717609021","-0.57","높음","실물(패시브)","0.380000","배당소득세(보유기간과세)"
"166400","TIGER 200커버드콜OTM","2012/10/25","주식-전략-구조화","미래에셋자산운용","56.42","코스피 200 커버드콜 5% OTM","1.07","10209036201","-1.56","높음","실물(패시브)","0.380000","배당소득세(보유기간과세)"
"0104N0","TIGER 200타겟위클리커버드콜","2025/09/23","주식-전략-구조화","미래에셋자산운용","0.00","코스피 200 타겟 7% 위클리 커버드콜 지수","0.72","159937089690","-0.34","매우높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"364980","TIGER 2차전지TOP10","2020/10/07","주식-업종섹터-업종테마","미래에셋자산운용","26.11","KRX 2차전지 TOP 10 지수","0.88","569997450234","0.09","매우높음","실물(패시브)","0.400000","비과세"
"462010","TIGER 2차전지소재Fn","2023/07/13","주식-업종섹터-업종테마","미래에셋자산운용","62.42","FnGuide 2차전지소재 (Price Return) 지수","0.46","783882927515","0.26","매우높음","실물(패시브)","0.390000","비과세"
"305540","TIGER 2차전지테마","2018/09/12","주식-업종섹터-업종테마","미래에셋자산운용","37.59","WISE 2차전지 테마 지수","1.27","1148894549372","0.27","매우높음","실물(패시브)","0.440000","비과세"
"471760","TIGER AI반도체핵심공정","2023/11/21","주식-업종섹터-업종테마","미래에셋자산운용","128.51","iSelect AI반도체핵심공정지수","0.75","206286094234","-0.22","매우높음","실물(패시브)","0.450000","비과세"
"365040","TIGER AI코리아그로스액티브","2020/09/29","주식-시장대표","미래에셋자산운용","130.36","코스피","1.70","59770570375","-0.10","매우높음","실물(액티브)","0.400000","배당소득세(보유기간과세)"
"364960","TIGER BBIG","2020/10/07","주식-업종섹터-업종테마","미래에셋자산운용","18.95","KRX BBIG 지수","0.93","105879346534","-0.03","매우높음","실물(패시브)","0.400000","비과세"
"400970","TIGER Fn메타버스","2021/10/13","주식-업종섹터-업종테마","미래에셋자산운용","23.87","FnGuide 메타버스테마 지수","0.40","60251026269","-0.58","매우높음","실물(패시브)","0.450000","비과세"
"377990","TIGER Fn신재생에너지","2021/03/05","주식-업종섹터-업종테마","미래에셋자산운용","202.94","FnGuide 신재생에너지 지수","0.38","104202759889","0.12","매우높음","실물(패시브)","0.500000","비과세"
"417630","TIGER KEDI혁신기업ESG30","2022/02/08","주식-업종섹터-업종테마","미래에셋자산운용","75.04","KEDI 혁신기업ESG30 지수(시장가격 지수)","0.45","21004520826","0.00","매우높음","실물(패시브)","0.500000","비과세"
"292160","TIGER KRX300","2018/03/26","주식-시장대표","미래에셋자산운용","144.19","KRX 300","0.51","20454380412","-0.05","매우높음","실물(패시브)","0.070000","비과세"
"404540","TIGER KRX기후변화솔루션","2021/10/29","주식-전략-전략테마","미래에셋자산운용","127.17","KRX 기후변화 솔루션지수","0.43","7959709292","-0.56","매우높음","실물(패시브)","0.090000","비과세"
"228820","TIGER KTOP30","2015/10/14","주식-시장대표","미래에셋자산운용","101.19","KTOP 30","0.56","13707165782","-0.56","매우높음","실물(패시브)","0.210000","비과세"
"300610","TIGER K게임","2018/07/24","주식-업종섹터-업종테마","미래에셋자산운용","3.47","WISE K게임 테마 지수","0.54","15799965722","-0.14","매우높음","실물(패시브)","0.500000","비과세"
"463250","TIGER K방산&우주","2023/07/25","주식-업종섹터-업종테마","미래에셋자산운용","136.45","iSelect K방산&우주","0.89","878280082874","-0.12","매우높음","실물(패시브)","0.450000","비과세"
"138530","TIGER LG그룹플러스","2011/03/10","주식-전략-기업그룹","미래에셋자산운용","52.13","MKF LG그룹+ FW","1.18","24119227709","-0.03","매우높음","실물(패시브)","0.150000","비과세"
"445910","TIGER MKF배당귀족","2022/10/18","주식-전략-배당","미래에셋자산운용","54.13","MKF 배당귀족 지수(시장가격지수)","1.01","20817333518","0.06","높음","실물(패시브)","0.200000","비과세"
"289260","TIGER MSCI KOREA ESG리더스","2018/02/07","주식-전략-전략테마","미래에셋자산운용","141.94","MSCI Korea Country ESG Leaders Capped Index","0.49","16936043479","-0.50","매우높음","실물(패시브)","0.400000","비과세"
"289250","TIGER MSCI KOREA ESG유니버설","2018/02/07","주식-전략-전략테마","미래에셋자산운용","158.07","MSCI Korea ESG Universal Index","0.60","17673033382","-0.83","매우높음","실물(패시브)","0.400000","비과세"
"310970","TIGER MSCI Korea TR","2018/11/20","주식-시장대표","미래에셋자산운용","166.62","MSCI Korea TR Index","0.16","4533650648453","-0.44","매우높음","실물(패시브)","0.120000","배당소득세(보유기간과세)"
"364990","TIGER 게임TOP10","2020/10/07","주식-업종섹터-업종테마","미래에셋자산운용","14.14","KRX 게임 TOP 10 지수","0.75","35854626271","-0.58","매우높음","실물(패시브)","0.400000","비과세"
"139280","TIGER 경기방어","2011/04/06","주식-업종섹터-업종테마","미래에셋자산운용","31.13","코스피 200 경기방어소비재","1.11","54126420899","0.27","높음","실물(패시브)","0.400000","비과세"
"0168K0","TIGER 기술이전바이오액티브","2026/03/17","주식-업종섹터-업종테마","미래에셋자산운용","0.00","KRX 기술이전 바이오 지수","0.00","21380672341","0.23","높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"174350","TIGER 로우볼","2013/06/20","주식-전략-변동성","미래에셋자산운용","54.06","FnGuide Low Vol 지수","1.12","8684985713","-0.09","높음","실물(패시브)","0.400000","비과세"
"147970","TIGER 모멘텀","2011/10/26","주식-전략-성장","미래에셋자산운용","107.10","FnGuide 모멘텀 지수","0.98","32792442972","0.30","매우높음","실물(패시브)","0.230000","비과세"
"483240","TIGER 미국나스닥100ETF선물","2024/11/19","주식-시장대표","미래에셋자산운용","25.76","KRX 나스닥 100 ETF 선물지수","6.79","25072923790","-0.49","매우높음","실물(패시브)","0.009000","배당소득세(보유기간과세)"
"228810","TIGER 미디어컨텐츠","2015/10/07","주식-업종섹터-업종테마","미래에셋자산운용","-0.46","WISE 미디어컨텐츠 지수","0.52","122334761531","-0.01","매우높음","실물(패시브)","0.440000","비과세"
"364970","TIGER 바이오TOP10","2020/10/07","주식-업종섹터-업종테마","미래에셋자산운용","2.17","KRX 바이오 TOP 10 지수","1.36","293077009517","0.26","매우높음","실물(패시브)","0.400000","비과세"
"091230","TIGER 반도체","2006/06/27","주식-업종섹터-업종테마","미래에셋자산운용","218.43","KRX 반도체","0.90","911566047340","-0.35","매우높음","실물(패시브)","0.460000","비과세"
"396500","TIGER 반도체TOP10","2021/08/10","주식-업종섹터-업종테마","미래에셋자산운용","236.56","FnGuide 반도체TOP10 지수","0.39","8708026970622","-0.22","매우높음","실물(패시브)","0.450000","비과세"
"211560","TIGER 배당성장","2014/12/17","주식-전략-배당","미래에셋자산운용","82.40","코스피 배당성장 50","1.40","94270036419","-0.19","매우높음","실물(패시브)","0.115000","비과세"
"472150","TIGER 배당커버드콜액티브","2023/12/12","주식-전략-구조화","미래에셋자산운용","78.82","코스피 200 커버드콜 5% OTM","14.77","792072810342","0.17","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"138520","TIGER 삼성그룹","2011/03/07","주식-전략-기업그룹","미래에셋자산운용","140.93","MKF SAMs FW","0.80","95710820714","-0.14","매우높음","실물(패시브)","0.113000","비과세"
"157490","TIGER 소프트웨어","2012/05/16","주식-업종섹터-정보기술","미래에셋자산운용","14.08","FnGuide 소프트웨어 지수","0.44","116164508547","0.02","매우높음","실물(패시브)","0.400000","비과세"
"228800","TIGER 여행레저","2015/10/07","주식-업종섹터-업종테마","미래에셋자산운용","11.89","WISE 여행레저 지수","0.88","85760024457","-0.57","매우높음","실물(패시브)","0.500000","비과세"
"227570","TIGER 우량가치","2015/09/23","주식-전략-가치","미래에셋자산운용","63.77","FnGuide 퀄리티밸류 지수","1.03","7846794321","-0.25","매우높음","실물(패시브)","0.350000","비과세"
"261140","TIGER 우선주","2017/01/06","주식-전략-전략테마","미래에셋자산운용","132.48","코스피 우선주 지수","2.17","41667883071","-0.20","매우높음","실물(패시브)","0.290000","비과세"
"091220","TIGER 은행","2006/06/27","주식-업종섹터-금융","미래에셋자산운용","79.74","KRX 은행","1.51","21524772780","-0.02","매우높음","실물(패시브)","0.460000","비과세"
"466940","TIGER 은행고배당플러스TOP10","2023/10/17","주식-전략-배당","미래에셋자산운용","82.93","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","1.86","1005743343263","0.16","매우높음","실물(패시브)","0.300000","비과세"
"307510","TIGER 의료기기","2018/11/08","주식-업종섹터-업종테마","미래에셋자산운용","31.22","FnGuide 의료기기 지수","2.12","7042638717","-0.36","매우높음","실물(패시브)","0.500000","비과세"
"365000","TIGER 인터넷TOP10","2020/10/07","주식-업종섹터-업종테마","미래에셋자산운용","27.48","KRX 인터넷 TOP 10 지수","0.77","57696959546","-0.58","매우높음","실물(패시브)","0.400000","비과세"
"494670","TIGER 조선TOP10","2024/10/22","주식-업종섹터-업종테마","미래에셋자산운용","82.01","iSelect 조선TOP10 Index(PR)","1.00","948951488614","0.01","매우높음","실물(패시브)","0.350000","비과세"
"150460","TIGER 중국소비테마","2011/12/16","주식-전략-전략테마","미래에셋자산운용","17.39","FnGuide 중국내수테마 지수","1.12","68179108860","-0.20","높음","실물(패시브)","0.500000","비과세"
"157500","TIGER 증권","2012/05/16","주식-업종섹터-금융","미래에셋자산운용","208.82","FnGuide 증권 지수","1.72","422307253228","0.03","매우높음","실물(패시브)","0.400000","비과세"
"307520","TIGER 지주회사","2018/11/08","주식-업종섹터-업종테마","미래에셋자산운용","99.23","FnGuide 지주회사 지수","0.96","381764119589","0.07","매우높음","실물(패시브)","0.500000","비과세"
"0117V0","TIGER 코리아AI전력기기TOP3플러스","2025/10/21","주식-업종섹터-업종테마","미래에셋자산운용","0.00","KEDI 코리아AI전력기기TOP3플러스 지수","0.55","602601710035","-0.05","매우높음","실물(패시브)","0.400000","비과세"
"292150","TIGER 코리아TOP10","2018/03/30","주식-규모-대형주","미래에셋자산운용","187.98","FnGuide TOP10 지수","0.74","2437013378090","-0.17","매우높음","실물(패시브)","0.150000","비과세"
"0052D0","TIGER 코리아배당다우존스","2025/05/20","주식-전략-배당","미래에셋자산운용","0.00","Dow Jones Korea Dividend 30 지수 (Price Return)","1.27","500371467116","0.09","매우높음","실물(패시브)","0.250000","비과세"
"0104P0","TIGER 코리아배당다우존스위클리커버드콜","2025/09/23","주식-전략-구조화","미래에셋자산운용","0.00","KRX 다우존스 코리아 배당 30 타겟 7% 위클리 커버드콜 지수","1.17","40023743544","-0.11","매우높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"496080","TIGER 코리아밸류업","2024/11/04","주식-시장대표","미래에셋자산운용","158.74","코리아 밸류업 지수","0.56","436458958662","-0.14","매우높음","실물(패시브)","0.008000","비과세"
"0091P0","TIGER 코리아원자력","2025/08/19","주식-업종섹터-업종테마","미래에셋자산운용","0.00","iSelect 코리아 원자력 지수 (Price Return)","0.26","702324683440","-0.11","매우높음","실물(패시브)","0.500000","비과세"
"471780","TIGER 코리아테크액티브","2023/11/28","주식-업종섹터-정보기술","미래에셋자산운용","202.19","KRX 정보기술","12.16","64991182746","0.21","매우높음","실물(액티브)","0.770000","배당소득세(보유기간과세)"
"0148J0","TIGER 코리아휴머노이드로봇산업","2026/01/06","주식-업종섹터-업종테마","미래에셋자산운용","0.00","KEDI 코리아 휴머노이드로봇산업 지수 (PR)","2.56","600702251859","-0.28","매우높음","실물(패시브)","0.500000","비과세"
"232080","TIGER 코스닥150","2015/11/12","주식-시장대표","미래에셋자산운용","60.26","코스닥 150","0.27","2263779342332","-0.17","매우높음","실물(패시브)","0.190000","비과세"
"261060","TIGER 코스닥150IT","2016/12/15","주식-업종섹터-정보기술","미래에셋자산운용","96.44","코스닥 150 정보기술","0.65","43264338538","-0.59","매우높음","실물(패시브)","0.400000","비과세"
"261070","TIGER 코스닥150바이오테크","2016/12/15","주식-업종섹터-헬스케어","미래에셋자산운용","45.93","코스닥 150 헬스케어","0.72","91010860386","-0.38","매우높음","실물(패시브)","0.400000","비과세"
"461580","TIGER 코스닥글로벌","2023/06/29","주식-시장대표","미래에셋자산운용","57.75","코스닥 글로벌 지수","1.56","46644776254","-0.36","매우높음","실물(패시브)","0.150000","비과세"
"277630","TIGER 코스피","2017/08/31","주식-시장대표","미래에셋자산운용","125.99","코스피","0.55","426710087868","-0.44","매우높음","실물(패시브)","0.120000","비과세"
"210780","TIGER 코스피고배당","2014/12/05","주식-전략-배당","미래에셋자산운용","66.18","코스피 고배당 50","1.59","87966679450","0.01","높음","실물(패시브)","0.240000","비과세"
"277640","TIGER 코스피대형주","2017/08/31","주식-규모-대형주","미래에셋자산운용","141.42","코스피 대형주","0.50","53999266280","-0.17","매우높음","실물(패시브)","0.240000","비과세"
"277650","TIGER 코스피중형주","2017/08/31","주식-규모-중형주","미래에셋자산운용","52.06","코스피 중형주","0.78","4549051956","-0.35","매우높음","실물(패시브)","0.240000","비과세"
"376410","TIGER 탄소효율그린뉴딜","2021/02/05","주식-전략-전략테마","미래에셋자산운용","138.83","KRX/S&P 탄소효율 그린뉴딜지수","0.52","18813844991","-0.26","매우높음","실물(패시브)","0.090000","비과세"
"387280","TIGER 퓨처모빌리티액티브","2021/05/25","주식-업종섹터-업종테마","미래에셋자산운용","75.57","FnGuide 퓨처모빌리티 지수","18.51","17585890444","-0.20","매우높음","실물(액티브)","0.770000","배당소득세(보유기간과세)"
"143860","TIGER 헬스케어","2011/07/18","주식-업종섹터-헬스케어","미래에셋자산운용","29.57","KRX 헬스케어","0.80","209192175538","-0.13","매우높음","실물(패시브)","0.400000","비과세"
"138540","TIGER 현대차그룹플러스","2011/03/10","주식-전략-기업그룹","미래에셋자산운용","117.20","MKF 현대차그룹+ FW","1.22","793270394903","-0.12","매우높음","실물(패시브)","0.150000","비과세"
"228790","TIGER 화장품","2015/10/07","주식-업종섹터-업종테마","미래에셋자산운용","19.48","WISE 화장품 지수","0.46","309213895461","-0.26","매우높음","실물(패시브)","0.500000","비과세"
"441800","TIME Korea플러스배당액티브","2022/09/27","주식-시장대표","타임폴리오자산운용","121.17","코스피 200","11.79","703826957853","-0.03","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"463050","TIME K바이오액티브","2023/08/17","주식-업종섹터-헬스케어","타임폴리오자산운용","62.47","KRX 헬스케어","15.87","468450650205","-0.16","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"404120","TIME K신재생에너지액티브","2021/10/29","주식-전략-전략테마","타임폴리오자산운용","112.15","KRX 기후변화 솔루션지수","12.25","15154234786","0.25","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"385710","TIME K이노베이션액티브","2021/05/25","주식-업종섹터-업종테마","타임폴리오자산운용","65.30","KRX BBIG 지수","20.62","14199637432","0.01","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"410870","TIME K컬처액티브","2021/12/15","주식-전략-전략테마","타임폴리오자산운용","24.18","FnGuide K-컬처 지수","11.24","45405433675","-0.18","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"495060","TIME 코리아밸류업액티브","2024/11/04","주식-시장대표","타임폴리오자산운용","151.29","코리아 밸류업 지수","8.37","157867364865","-0.31","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"0162Y0","TIME 코스닥액티브","2026/03/10","주식-시장대표","타임폴리오자산운용","0.00","코스닥","15.40","524509192132","0.20","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"385720","TIME 코스피액티브","2021/05/25","주식-시장대표","타임폴리오자산운용","122.05","코스피","9.45","297048036734","-0.42","매우높음","실물(액티브)","0.800000","배당소득세(보유기간과세)"
"108590","TREX 200","2009/01/23","주식-시장대표","유리에셋","151.55","코스피 200","0.59","17868383817","-0.02","매우높음","실물(패시브)","0.325000","비과세"
"145850","TREX 펀더멘탈 200","2011/09/23","주식-전략-가치","유리에셋","144.79","FnGuide-RAFI 코리아200 지수","0.74","23871925350","-0.02","매우높음","실물(패시브)","0.340000","비과세"
"472720","TRUSTON 주주가치액티브","2023/12/14","주식-시장대표","트러스톤자산운용","104.57","코스피 200","13.36","14584395486","0.36","매우높음","실물(액티브)","0.785000","배당소득세(보유기간과세)"
"496130","TRUSTON 코리아밸류업액티브","2024/11/04","주식-시장대표","트러스톤자산운용","122.04","코리아 밸류업 지수","9.12","13437663307","-0.61","매우높음","실물(액티브)","0.785000","배당소득세(보유기간과세)"
"433250","UNICORN R&D 액티브","2022/07/06","주식-시장대표","현대자산운용","86.81","코스피 200","10.38","9022732820","-0.50","매우높음","실물(액티브)","0.355000","배당소득세(보유기간과세)"
"494220","UNICORN SK하이닉스밸류체인액티브","2024/11/07","주식-업종섹터-업종테마","현대자산운용","248.49","FnGuide SK하이닉스밸류체인 지수","15.85","126576310504","-0.04","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"470310","UNICORN 생성형AI강소기업액티브","2023/11/21","주식-업종섹터-업종테마","현대자산운용","92.07","iSelect AI 지수","20.49","3702209244","-0.19","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"476000","UNICORN 포스트IPO액티브","2024/02/27","주식-전략-전략테마","현대자산운용","84.23","iSelect 포스트 IPO 지수","21.95","5934429471","-0.82","매우높음","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"422260","VITA MZ소비액티브","2022/03/29","주식-업종섹터-업종테마","한국투자밸류자산운용","15.15","FnGuide MZ 소비 지수","13.71","15467270820","-0.84","매우높음","실물(액티브)","0.600000","배당소득세(보유기간과세)"
"452440","VITA 밸류알파액티브","2023/02/21","주식-전략-가치","한국투자밸류자산운용","40.91","FnGuide 밸류알파지수","18.05","12931533088","-0.34","높음","실물(액티브)","0.600000","배당소득세(보유기간과세)"
"448100","WON 200","2022/12/16","주식-시장대표","우리자산운용","157.45","코스피 200","0.89","103485273095","-0.22","매우높음","실물(패시브)","0.050000","비과세"
"413930","WON AI ESG액티브","2022/01/05","주식-전략-전략테마","우리자산운용","147.40","MK-iSelect AI ESG 지수(시장가격지수)","2.61","15171751519","-0.15","매우높음","실물(액티브)","0.310000","배당소득세(보유기간과세)"
"0088N0","WON K-글로벌수급상위","2025/08/12","주식-전략-전략테마","우리자산운용","0.00","DeepSearch 외인수급 Top20 지수","0.86","27774891320","-0.54","매우높음","실물(패시브)","0.690000","비과세"
"474590","WON 반도체밸류체인액티브","2024/01/16","주식-업종섹터-업종테마","우리자산운용","242.02","FnGuide 반도체 밸류체인 (Price Return) 지수","7.61","163749889208","0.03","매우높음","실물(액티브)","0.310000","배당소득세(보유기간과세)"
"0154F0","WON 초대형IB&금융지주","2026/01/20","주식-전략-전략테마","우리자산운용","0.00","iSelect 초대형IB&금융지주 지수","2.27","81857745593","0.06","매우높음","실물(패시브)","0.290000","비과세"
"0053M0","더제이 중소형포커스액티브","2025/07/22","주식-규모-중형주","더제이자산운용","0.00","코스피 200 중소형주지수","14.84","10018592756","-0.68","매우높음","실물(액티브)","0.685000","배당소득세(보유기간과세)"
"438740","마이다스 중소형액티브","2022/08/17","주식-규모-중형주","마이다스에셋","70.94","코스피 중형주","10.67","8358621545","-0.33","매우높음","실물(액티브)","0.620000","배당소득세(보유기간과세)"
"403790","마이다스 코스피액티브","2021/10/13","주식-시장대표","마이다스에셋","138.22","코스피","4.15","159793720615","0.27","매우높음","실물(액티브)","0.620000","배당소득세(보유기간과세)"
"0112X0","마이티 200TR","2025/10/28","주식-시장대표","디비자산운용","0.00","코스피 200 TR","0.21","30103844703","0.00","매우높음","실물(패시브)","0.050000","배당소득세(보유기간과세)"
"442260","마이티 다이나믹퀀트액티브","2022/10/25","주식-시장대표","디비자산운용","153.88","코스피 200","3.00","37591423958","0.33","매우높음","실물(액티브)","0.295000","배당소득세(보유기간과세)"
"0001P0","마이티 바이오시밀러&CDMO액티브","2024/12/24","주식-업종섹터-업종테마","디비자산운용","35.16","FnGuide 바이오시밀러&CDMO 지수","13.36","16235936539","-0.58","매우높음","실물(액티브)","0.805000","배당소득세(보유기간과세)"
"159800","마이티 코스피100","2012/07/05","주식-시장대표","디비자산운용","159.63","코스피 100","0.98","19776818053","-0.07","매우높음","실물(패시브)","0.375000","비과세"
"0007N0","아이엠에셋 200","2025/02/11","주식-시장대표","아이엠에셋자산운용","158.82","코스피 200","0.47","81522306627","0.14","매우높음","실물(패시브)","0.050000","비과세"
"442090","에셋플러스 코리아대장장이액티브","2022/09/20","주식-전략-전략테마","에셋플러스자산운용","106.69","FnGuide 대장장이 지수(Price Return)","13.92","22914502422","0.74","매우높음","실물(액티브)","0.975000","배당소득세(보유기간과세)"
"407820","에셋플러스 코리아플랫폼액티브","2021/11/16","주식-전략-전략테마","에셋플러스자산운용","32.22","FnGuide 플랫폼 지수(Price Return)","16.10","17913791747","-0.58","매우높음","실물(액티브)","0.975000","배당소득세(보유기간과세)"
"152870","파워 200","2012/02/13","주식-시장대표","교보악사자산운용","154.53","코스피 200","0.46","135876858256","-0.11","매우높음","실물(패시브)","0.145000","비과세"
"491510","파워 K-주주가치액티브","2024/09/24","주식-전략-전략테마","교보악사자산운용","68.92","FnGuide K-주주가치 지수","1.99","19655394111","-0.22","매우높음","실물(액티브)","0.405000","배당소득세(보유기간과세)"
"192720","파워 고배당저변동성","2014/02/20","주식-전략-배당","교보악사자산운용","61.94","코스피 200 고배당지수","1.41","30948846012","-0.26","매우높음","실물(패시브)","0.230000","비과세"
"140950","파워 코스피100","2011/05/03","주식-시장대표","교보악사자산운용","160.18","코스피 100","0.46","39050105620","-0.25","매우높음","실물(패시브)","0.155000","비과세"